input	target	source_rule	freq	edit_count	seed
deshoñestar	deshonestar	ocr_confusion	0.0	1	42
reeverencia	reverencia	typo	2e-06	1	42
mollele	mollete	ocr_confusion	0.0	1	42
pasadurá	pasadura	ocr_confusion	0.0	1	42
grigo	griego	typo	1.7e-05	1	42
voeinglero	vocinglero	ocr_confusion	0.0	1	42
víccprovinciál	viceprovincial	ocr_confusion	0.0	3	42
gallardeté	gallardete	ocr_confusion	0.0	1	42
desaparecyendo	desapareciendo	historical	3.8e-06	1	42
tardando	tardando	identity	1.62e-06	0	42
lívido	lívido	identity	0.0	0	42
perdonámos	perdonamos	ocr_confusion	8.91e-07	1	42
proféco	profeco	ocr_confusion	7.08e-07	1	42
émbaís	embaís	ocr_confusion	0.0	1	42
vigenle	vigente	ocr_confusion	1.91e-05	1	42
invidencia	invidencia	identity	0.0	0	42
farza	sarza	ocr_confusion	0.0	1	42
cfamizo	chamizo	historical	0.0	1	42
shapyro	shapiro	historical	7.94e-07	1	42
casarno	casarnos	typo	7.41e-07	1	42
iquiquc	iquique	ocr_confusion	2.95e-06	1	42
eárnico	cárnico	ocr_confusion	0.0	1	42
eníechar	enlechar	ocr_confusion	0.0	1	42
ohatra	mohatra	typo	0.0	1	42
desoládámente	desoladamente	ocr_confusion	0.0	2	42
polinéuritis	polineuritis	ocr_confusion	0.0	1	42
robeço	robezo	historical	0.0	1	42
daniem	daniel	typo	4.07e-05	1	42
rcidor	reidor	ocr_confusion	0.0	1	42
mcdiador	mediador	ocr_confusion	2.34e-06	1	42
ínsular	insular	ocr_confusion	3.24e-06	1	42
cnlucernar	enlucernar	ocr_confusion	0.0	1	42
empoltroneccer	empoltronecer	typo	0.0	1	42
alcabor	alcabor	identity	0.0	0	42
embaíse	embaíste	typo	0.0	1	42
wabías	sabías	typo	1.45e-05	1	42
monarea	monarca	ocr_confusion	7.94e-06	1	42
exíle	exile	ocr_confusion	5.5e-07	1	42
soriaa	soria	typo	7.94e-06	1	42
pedaanía	pedanía	typo	0.0	1	42
trimeestre	trimestre	typo	9.33e-06	1	42
ázaña	azaña	ocr_confusion	9.12e-07	1	42
maestralisar	maestralizar	historical	0.0	1	42
sobrcpasan	sobrepasan	ocr_confusion	1e-06	1	42
pidamos	pidamos	identity	1.12e-06	0	42
bharloa	barloa	typo	0.0	1	42
kuristán	kurdistán	typo	7.76e-07	1	42
burüjóñ	burujón	ocr_confusion	0.0	2	42
hirsutisom	hirsutismo	typo	0.0	2	42
hajtiana	haitiana	historical	1.17e-06	1	42
infracfores	infractores	ocr_confusion	1.32e-06	1	42
sursuncorda	sursuncorda	identity	0.0	0	42
sendof	sendos	ocr_confusion	1.95e-06	1	42
rebaanar	rebanar	typo	0.0	1	42
puísante	pulsante	ocr_confusion	0.0	1	42
angúilla	anguilla	ocr_confusion	0.0	1	42
desandubo	desanduvo	historical	0.0	1	42
rfasqueta	frasqueta	typo	0.0	2	42
nrmalistas	normalistas	typo	2.04e-06	1	42
constáta	constata	ocr_confusion	1.1e-06	1	42
consttar	constar	typo	1.74e-06	1	42
ensrentarío	enfrentarlo	ocr_confusion	7.24e-07	2	42
pastelar	pastelear	typo	0.0	1	42
baraçaldo	baracaldo	historical	0.0	1	42
péleas	peleas	ocr_confusion	1.17e-05	1	42
espectroscooio	espectroscopio	typo	0.0	1	42
diivdidero	divididero	typo	0.0	2	42
ateísmo	ateísmo	identity	1.74e-06	0	42
vasayo	vasallo	historical	1.32e-06	2	42
précípitadámeñtc	precipitadamente	ocr_confusion	6.46e-07	5	42
infecciosa	infecciosa	identity	8.13e-07	0	42
haceendista	hacendista	typo	0.0	1	42
mocroscopia	microscopia	typo	0.0	1	42
empulgar	empulgar	identity	0.0	0	42
mandao	mandato	typo	2.75e-05	1	42
árliñgtoñ	arlington	ocr_confusion	5.62e-07	3	42
isotópio	isotópico	typo	0.0	1	42
rijofo	rijoso	ocr_confusion	0.0	1	42
abyótico	abiótico	historical	0.0	1	42
florístico	florístico	identity	0.0	0	42
monocromático	monocromático	identity	0.0	0	42
malhormación	malformación	historical	0.0	1	42
hospifalizada	hospitalizada	ocr_confusion	6.03e-07	1	42
tapujjar	tapujar	typo	0.0	1	42
amcaldía	alcaldía	typo	1.15e-05	1	42
asur	azur	historical	1.1e-06	1	42
realify	reality	ocr_confusion	4.9e-06	1	42
antjdemocrática	antidemocrática	historical	6.31e-07	1	42
descarriar	descarriar	identity	0.0	0	42
revitalizaoión	revitalización	ocr_confusion	8.13e-07	1	42
guifar	guisar	ocr_confusion	0.0	1	42
symulado	simulado	historical	7.94e-07	1	42
kárla	karla	ocr_confusion	1.66e-06	1	42
ideaiizar	idealizar	ocr_confusion	0.0	1	42
adamifa	adamita	ocr_confusion	0.0	1	42
desgarbgado	desgarbado	typo	0.0	1	42
cnlrenado	entrenado	ocr_confusion	4.17e-06	2	42
tihus	tifus	historical	6.46e-07	1	42
anticuado	anticuado	identity	1.78e-06	0	42
zmaboa	zamboa	typo	0.0	2	42
wásh	wash	ocr_confusion	6.92e-07	1	42
olvidan	olvidan	identity	5.89e-06	0	42
peñcilina	penicilina	historical	1.1e-06	2	42
cyenoso	cienoso	historical	0.0	1	42
charca	charca	identity	5.62e-07	0	42
andorgq	andorga	typo	0.0	1	42
çánones	cánones	historical	1.86e-06	1	42
agarrasx	agarras	typo	1.58e-06	1	42
consumo	consumos	typo	1.74e-06	1	42
dírigidos	dirigidos	ocr_confusion	1.02e-05	1	42
pda	peda	typo	1.1e-06	1	42
gusttan	gustan	typo	5.62e-05	1	42
lengva	lengua	historical	8.32e-05	1	42
conlramáestre	contramaestre	ocr_confusion	0.0	2	42
caucásico	caucásico	identity	5.62e-07	0	42
líedr	líder	typo	7.24e-05	2	42
frotadurá	frotadura	ocr_confusion	0.0	1	42
excipieñte	excipiente	ocr_confusion	0.0	1	42
jordean	jordan	typo	8.13e-06	1	42
anuhciadas	anunciadas	typo	1.17e-06	1	42
conmutatiuo	conmutativo	historical	0.0	1	42
píso	piso	ocr_confusion	6.17e-05	1	42
proceesar	procesar	typo	5.75e-06	1	42
inbflexibidad	inflexibidad	typo	0.0	1	42
rcuz	cruz	typo	7.24e-05	2	42
barboléar	barbotear	ocr_confusion	0.0	2	42
intitúlar	intitular	ocr_confusion	0.0	1	42
quijat	quijal	ocr_confusion	0.0	1	42
fyto	fito	historical	1.62e-06	1	42
toca	foca	ocr_confusion	1.58e-06	1	42
terçenco	tercenco	historical	0.0	1	42
ejpedientar	expedientar	historical	0.0	1	42
alíeñante	alienante	ocr_confusion	0.0	2	42
dduraban	duraban	typo	7.59e-07	1	42
odcbrecht	odebrecht	ocr_confusion	2.09e-06	1	42
ilegífima	ilegítima	ocr_confusion	1.7e-06	1	42
déjesne	déjense	typo	5.5e-07	2	42
partíeipo	participo	ocr_confusion	2.51e-06	2	42
ultymate	ultimate	historical	1.41e-06	1	42
yoqueia	yoqueis	typo	0.0	1	42
lesgrar	legrar	typo	0.0	1	42
paradoia	paradoja	historical	4.27e-06	1	42
impufezas	impurezas	typo	1.07e-06	1	42
wést	west	ocr_confusion	1.12e-05	1	42
iñagotable	inagotable	ocr_confusion	1.32e-06	1	42
altamyrano	altamirano	historical	1.12e-06	1	42
rreconstrucción	reconstrucción	typo	1.38e-05	1	42
crccida	crecida	ocr_confusion	1.23e-06	1	42
enlusiasta	entusiasta	ocr_confusion	4.47e-06	1	42
amñios	amnios	ocr_confusion	0.0	1	42
empoeciente	empeciente	typo	0.0	1	42
hipervínculo	hipervínculo	identity	0.0	0	42
funçionarán	funcionarán	historical	6.17e-07	1	42
sacrificiál	sacrificial	ocr_confusion	0.0	1	42
mañdatarios	mandatarios	ocr_confusion	2.19e-06	1	42
aperturista	aperturista	identity	0.0	0	42
tsrip	strip	typo	9.12e-07	2	42
covlomb	coulomb	historical	0.0	1	42
trinitrotólüeno	trinitrotolueno	ocr_confusion	0.0	2	42
institucioales	institucionales	typo	6.46e-06	1	42
sorjó	forjó	ocr_confusion	7.41e-07	1	42
burkiña	burkina	ocr_confusion	1.55e-06	1	42
mvserola	muserola	historical	0.0	1	42
desposeymiento	desposeimiento	historical	0.0	1	42
çundir	cundir	historical	0.0	1	42
infructuosamente	infructuosamente	identity	0.0	0	42
cenagae	cenagar	typo	0.0	1	42
catáslrófe	catástrofe	ocr_confusion	5.89e-06	2	42
maestramnete	maestramente	typo	0.0	2	42
explorajdo	explorando	typo	2.19e-06	1	42
invelerar	inveterar	ocr_confusion	0.0	1	42
frasfundir	trasfundir	ocr_confusion	0.0	1	42
fías	frías	typo	8.13e-06	1	42
gústáría	gustaría	ocr_confusion	8.91e-05	2	42
démuestre	demuestre	ocr_confusion	4.57e-06	1	42
insensiblcmeñle	insensiblemente	ocr_confusion	0.0	3	42
liñéaíidad	linealidad	ocr_confusion	0.0	3	42
répetirla	repetirla	ocr_confusion	6.03e-07	1	42
noray	noray	identity	0.0	0	42
agudameñte	agudamente	ocr_confusion	0.0	1	42
rokmpedor	rompedor	typo	0.0	1	42
extreemamente	extremamente	typo	0.0	1	42
radiçados	radicados	historical	9.55e-07	1	42
rehinchiesen	rehinchiesen	identity	0.0	0	42
csparció	esparció	ocr_confusion	5.5e-07	1	42
naionales	nacionales	typo	8.13e-05	1	42
prodamáñ	proclaman	ocr_confusion	8.71e-07	4	42
sonríc	sonríe	ocr_confusion	6.31e-06	1	42
nueléico	nucleico	ocr_confusion	0.0	2	42
yrrevocablemente	irrevocablemente	historical	0.0	1	42
eenteno	centeno	ocr_confusion	2.19e-06	1	42
aparasolado	aparasolado	identity	0.0	0	42
ojallá	ojalá	typo	5.37e-05	1	42
pasae	pase	typo	7.76e-05	1	42
defmis	dermis	typo	0.0	1	42
gabve	gabe	typo	6.92e-07	1	42
mandara	mandara	identity	9.55e-07	0	42
defraudazción	defraudación	typo	5.5e-07	1	42
duropeizar	europeizar	typo	0.0	1	42
diorciar	divorciar	typo	0.0	1	42
inlergeneracional	intergeneracional	ocr_confusion	0.0	1	42
aahar	avahar	typo	0.0	1	42
mepresariales	empresariales	typo	6.92e-06	2	42
conacaf	concacaf	typo	1.62e-06	1	42
çolgando	colgando	historical	3.98e-06	1	42
feae	fear	typo	8.51e-07	1	42
igvanodonte	iguanodonte	historical	0.0	1	42
atentdaamente	atentadamente	typo	0.0	2	42
frjega	friega	historical	0.0	1	42
vnix	unix	historical	7.76e-07	1	42
ilo	ilmo	typo	0.0	1	42
olvídafe	olvídate	ocr_confusion	3.31e-06	1	42
armoñiosa	armoniosa	ocr_confusion	9.12e-07	1	42
remodrlado	remodelado	typo	7.24e-07	1	42
arrumbra	arrumbar	typo	0.0	2	42
concuerda	concuerda	identity	2.88e-06	0	42
deíineador	delineador	ocr_confusion	0.0	1	42
róbot	robot	ocr_confusion	1.12e-05	1	42
jubeté	jubete	ocr_confusion	0.0	1	42
existiríañ	existirían	ocr_confusion	6.03e-07	1	42
soportat	soportal	ocr_confusion	0.0	1	42
provinçialismo	provincialismo	historical	0.0	1	42
mvdan	mudan	historical	9.55e-07	1	42
risotáda	risotada	ocr_confusion	0.0	1	42
çruzaban	cruzaban	historical	8.71e-07	1	42
ufino	rufino	typo	1.62e-06	1	42
pruisato	prusiato	typo	0.0	2	42
cainllas	canillas	typo	5.5e-07	2	42
agrvpado	agrupado	historical	5.89e-07	1	42
cumlidas	cumplidas	typo	1.23e-06	1	42
punteros	punteros	identity	1.48e-06	0	42
calmosó	calmoso	ocr_confusion	0.0	1	42
pesté	peste	ocr_confusion	5.62e-06	1	42
gaóln	galón	typo	1.05e-06	2	42
judíos	judíos	identity	2.51e-05	0	42
papiroflexia	papiroflexia	identity	0.0	0	42
plañeó	planeó	ocr_confusion	2.09e-06	1	42
rexno	rezno	typo	0.0	1	42
azagadcró	azagadero	ocr_confusion	0.0	2	42
tetona	tetona	identity	1e-06	0	42
atrvhanado	atruhanado	historical	0.0	1	42
shelíey	shelley	ocr_confusion	1.38e-06	1	42
contrapunlar	contrapuntar	ocr_confusion	0.0	1	42
aparasolado	aparasolado	identity	0.0	0	42
élimine	elimine	ocr_confusion	1.95e-06	1	42
añtcvé	antevé	ocr_confusion	0.0	2	42
haríneados	harineados	ocr_confusion	0.0	1	42
afrodefccndiente	afrodescendiente	ocr_confusion	0.0	2	42
labradorita	labradorita	identity	0.0	0	42
choco	choco	identity	1.51e-06	0	42
oerdamos	perdamos	typo	2.24e-06	1	42
productopra	productora	typo	6.46e-06	1	42
protozoaryo	protozoario	historical	0.0	1	42
sambuca	sambuca	identity	0.0	0	42
sonabá	sonaba	ocr_confusion	4.37e-06	1	42
móvil	móvil	identity	4.79e-05	0	42
iñlénfalo	inténtalo	ocr_confusion	1.05e-06	3	42
seguidewro	seguidero	typo	0.0	1	42
norleafrlcano	norteafricano	ocr_confusion	0.0	2	42
inccntlvar	incentivar	ocr_confusion	3.89e-06	2	42
mendiçidad	mendicidad	historical	5.5e-07	1	42
deeposar	deposar	typo	0.0	1	42
lobaja	tobaja	ocr_confusion	0.0	1	42
sembradvra	sembradura	historical	0.0	1	42
teólogk	teólogo	typo	1.55e-06	1	42
lépfón	leptón	ocr_confusion	0.0	2	42
sobepasar	sobrepasar	typo	1.95e-06	1	42
obsoeno	obsceno	ocr_confusion	1.41e-06	1	42
rejrme	reirme	historical	9.55e-07	1	42
aetuario	actuario	ocr_confusion	0.0	1	42
latinear	latinear	identity	0.0	0	42
anhatolia	anatolia	typo	5.89e-07	1	42
trabc	trabe	ocr_confusion	0.0	1	42
albaeo	alabeo	typo	0.0	2	42
djran	diran	historical	9.33e-07	1	42
tirarme	tirarme	identity	1.74e-06	0	42
incénsar	incensar	ocr_confusion	0.0	1	42
importánte	importante	ocr_confusion	0.000302	1	42
manigveta	manigueta	historical	0.0	1	42
moksolina	mosolina	typo	0.0	1	42
cecil	cecil	identity	1.1e-06	0	42
ermiche	remiche	typo	0.0	2	42
estrucfuradas	estructuradas	ocr_confusion	6.17e-07	1	42
newmo	nemo	typo	1.41e-06	1	42
traerle	traerle	identity	6.03e-07	0	42
bürrof	burros	ocr_confusion	2.14e-06	2	42
gobcrnaban	gobernaban	ocr_confusion	7.08e-07	1	42
afadura	asadura	ocr_confusion	0.0	1	42
tops	topes	typo	1.15e-06	1	42
adgenticio	adventicio	typo	0.0	1	42
arimador	arrimador	typo	0.0	1	42
mharracho	moharracho	typo	0.0	1	42
acullural	acultural	ocr_confusion	0.0	1	42
harlnearen	harinearen	ocr_confusion	0.0	1	42
chusuqero	chusquero	typo	0.0	2	42
residlr	residir	ocr_confusion	1.74e-06	1	42
éxpeler	expeler	ocr_confusion	0.0	1	42
bqsas	basas	typo	5.75e-07	1	42
tubérculos	tubérculos	identity	9.55e-07	0	42
súbitga	súbita	typo	1.66e-06	1	42
reformysmo	reformismo	historical	0.0	1	42
arañuela	arañuela	identity	0.0	0	42
pobblada	poblada	typo	3.39e-06	1	42
reálizo	realizo	ocr_confusion	1.23e-06	1	42
encanmalar	encanalar	typo	0.0	1	42
cruzañ	cruzan	ocr_confusion	5.01e-06	1	42
patk	park	typo	1.95e-05	1	42
cvota	cuota	historical	1.7e-05	1	42
bagatlea	bagatela	typo	0.0	2	42
mengano	mengano	identity	0.0	0	42
abraaba	abrazaba	typo	8.51e-07	1	42
entendere	entenderme	typo	6.61e-07	1	42
decadentismo	decadentismo	identity	0.0	0	42
ordená	ordena	ocr_confusion	9.77e-06	1	42
erpresivas	represivas	typo	1.15e-06	2	42
haoina	hacina	ocr_confusion	0.0	1	42
soltó	soltó	identity	3.24e-06	0	42
levañtárte	levantarte	ocr_confusion	2.57e-06	2	42
déstruyan	destruyan	ocr_confusion	1.07e-06	1	42
joderese	joderse	typo	7.24e-07	1	42
barrerá	barrera	ocr_confusion	1.29e-05	1	42
obisñal	obispal	typo	0.0	1	42
msote	moste	typo	0.0	2	42
raquel	raquel	identity	5.01e-06	0	42
viexa	vieja	historical	7.59e-05	1	42
bnachón	bonachón	typo	0.0	1	42
coñfigürador	configurador	ocr_confusion	0.0	2	42
bloqüeando	bloqueando	ocr_confusion	2.69e-06	1	42
dóñde	dónde	ocr_confusion	0.000145	1	42
ganaron	ganaron	identity	1.29e-05	0	42
mereis	mereis	identity	0.0	0	42
inastlilable	inastillable	typo	0.0	2	42
arjstócratas	aristócratas	historical	9.77e-07	1	42
desapiolar	desapiolar	identity	0.0	0	42
riuz	ruiz	typo	1.91e-05	2	42
dossel	dosel	typo	6.31e-07	1	42
apliçaba	aplicaba	historical	1.41e-06	1	42
vivarienfe	vivariense	ocr_confusion	0.0	1	42
querube	querube	identity	0.0	0	42
vniversidad	universidad	historical	0.000224	1	42
aqcaule	acaule	typo	0.0	1	42
anfesibéna	anfesibena	ocr_confusion	0.0	1	42
villagé	village	ocr_confusion	2.82e-06	1	42
contramallar	contramallar	identity	0.0	0	42
átrono	átono	typo	0.0	1	42
desaynadura	desainadura	historical	0.0	1	42
interruptores	interruptores	identity	9.77e-07	0	42
dderrumba	derrumba	typo	1.26e-06	1	42
vauleamiento	vapuleamiento	typo	0.0	1	42
malí	malí	identity	1.58e-06	0	42
fulmínico	fulmínico	identity	0.0	0	42
tutór	tutor	ocr_confusion	4.9e-06	1	42
concebico	concebido	typo	4.27e-06	1	42
desdicses	desdieses	ocr_confusion	0.0	1	42
delgado	delgado	identity	1.35e-05	0	42
cebón	cebón	identity	0.0	0	42
plarientes	parientes	typo	1.29e-05	1	42
salubridsd	salubridad	typo	1.32e-06	1	42
tufar	fufar	ocr_confusion	0.0	1	42
altramucéro	altramucero	ocr_confusion	0.0	1	42
fvsado	fusado	historical	0.0	1	42
creosólar	creosotar	ocr_confusion	0.0	2	42
furbamulta	turbamulta	ocr_confusion	0.0	1	42
gansearr	gansear	typo	0.0	1	42
consuymir	consumir	typo	9.12e-06	1	42
desembalar	desembalsar	typo	0.0	1	42
politicamente	politicamente	identity	5.89e-07	0	42
hgilar	hilar	typo	7.24e-07	1	42
harra	farra	historical	0.0	1	42
concifo	conciso	ocr_confusion	9.77e-07	1	42
muelaqs	muelas	typo	2.14e-06	1	42
aerisolador	acrisolador	ocr_confusion	0.0	1	42
siges	sigues	typo	2e-05	1	42
exxplícitamente	explícitamente	typo	4.79e-06	1	42
regalén	regalen	ocr_confusion	9.33e-07	1	42
viee	vice	ocr_confusion	9.12e-06	1	42
cáusaría	causaría	ocr_confusion	1.35e-06	1	42
emprefas	empresas	ocr_confusion	0.000166	1	42
cuñaf	cuñas	ocr_confusion	5.62e-07	1	42
parioo	pario	typo	2.19e-06	1	42
monetador	monteador	typo	0.0	2	42
salchucho	salchucho	identity	0.0	0	42
despiertes	despiertes	identity	9.77e-07	0	42
glorieeta	glorieta	typo	1.78e-06	1	42
rehulares	regulares	typo	8.51e-06	1	42
mcjorarlo	mejorarlo	ocr_confusion	1.23e-06	1	42
ehorla	chorla	ocr_confusion	0.0	1	42
condoíer	condoler	ocr_confusion	0.0	1	42
aqlmete	almete	typo	0.0	1	42
sólventar	solventar	ocr_confusion	1.95e-06	1	42
cntremédiar	entremediar	ocr_confusion	0.0	2	42
sauces	sauces	identity	1.17e-06	0	42
animalitos	animalitos	identity	1.35e-06	0	42
descrjbieron	describieron	historical	1.29e-06	1	42
déntado	dentado	ocr_confusion	0.0	1	42
bafelero	batelero	typo	0.0	1	42
barloar	barloar	identity	0.0	0	42
sobredorár	sobredorar	ocr_confusion	0.0	1	42
vico	visco	typo	0.0	1	42
refverzan	refuerzan	historical	1.58e-06	1	42
ayudeñme	ayudenme	ocr_confusion	5.62e-07	1	42
inteleofo	intelecto	ocr_confusion	2.45e-06	2	42
maítcar	maltear	ocr_confusion	0.0	2	42
fomlr	fornir	ocr_confusion	0.0	3	42
gnza	gonza	typo	6.46e-07	1	42
fonto	tonto	ocr_confusion	2.45e-05	1	42
azoieo	azoleo	ocr_confusion	0.0	1	42
orfañdad	orfandad	ocr_confusion	0.0	1	42
maías	malas	ocr_confusion	4.27e-05	1	42
pasatnes	pasantes	typo	9.55e-07	2	42
adatar	adaptar	typo	4.47e-06	1	42
pvlpería	pulpería	historical	0.0	1	42
abolycionismo	abolicionismo	historical	0.0	1	42
compaetibilidad	compactibilidad	ocr_confusion	0.0	1	42
arpía	arpía	identity	0.0	0	42
hlguera	higuera	ocr_confusion	1.45e-06	1	42
retlrándo	retirando	ocr_confusion	1.62e-06	2	42
grutesço	grutesco	historical	0.0	1	42
máúrécñ	maureen	ocr_confusion	9.77e-07	5	42
rafáñia	ratania	ocr_confusion	0.0	3	42
eagles	eagles	identity	5.75e-07	0	42
canallá	canalla	ocr_confusion	2.29e-06	1	42
frecuentad	frecuentado	typo	7.41e-07	1	42
lomera	lomera	identity	0.0	0	42
adaptabílidad	adaptabilidad	ocr_confusion	0.0	1	42
poeis	podeis	typo	2.95e-06	1	42
cito	cinto	typo	1.12e-06	1	42
abíertas	abiertas	ocr_confusion	2e-05	1	42
suplcñles	suplentes	ocr_confusion	2.82e-06	3	42
henchjrán	henchirán	historical	0.0	1	42
ttamontar	tramontar	typo	0.0	1	42
undependentista	independentista	typo	3.8e-06	1	42
bihurcación	bifurcación	historical	6.76e-07	1	42
estvvieren	estuvieren	historical	0.0	1	42
cxorrentino	correntino	typo	0.0	1	42
emieza	empieza	typo	6.03e-05	1	42
enjardlnar	enjardinar	ocr_confusion	0.0	1	42
encarnádo	encarnado	ocr_confusion	1.2e-06	1	42
redueirá	reducirá	ocr_confusion	1.51e-06	1	42
éscribieñdo	escribiendo	ocr_confusion	2.24e-05	2	42
viernés	viernes	ocr_confusion	7.94e-05	1	42
ségrégativo	segregativo	ocr_confusion	0.0	2	42
pollíglota	políglota	typo	0.0	1	42
rannuras	ranuras	typo	7.24e-07	1	42
telegráfiuco	telegráfico	typo	0.0	1	42
rmear	remar	typo	1.66e-06	2	42
apellidof	apellidos	ocr_confusion	7.08e-06	1	42
cayeñdo	cayendo	ocr_confusion	1.2e-05	1	42
canass	canas	typo	2.4e-06	1	42
apreñdi	aprendi	ocr_confusion	1.91e-06	1	42
cinermatográfico	cinematográfico	typo	3.02e-06	1	42
terrazaqs	terrazas	typo	3.39e-06	1	42
baltle	battle	ocr_confusion	1.58e-06	1	42
decasílabá	decasílaba	ocr_confusion	0.0	1	42
revésar	revesar	ocr_confusion	0.0	1	42
desocupar	desocupar	identity	0.0	0	42
flagrante	flagrante	identity	1.45e-06	0	42
copaycro	copayero	ocr_confusion	0.0	1	42
reflereñ	refieren	ocr_confusion	9.12e-06	2	42
mendigándo	mendigando	ocr_confusion	7.76e-07	1	42
électróacústleó	electroacústico	ocr_confusion	0.0	5	42
determiñará	determinará	ocr_confusion	2.24e-06	1	42
regloaje	regolaje	typo	0.0	2	42
fogharizar	fogarizar	typo	0.0	1	42
sagradamente	sagradamente	identity	0.0	0	42
llbelar	libelar	ocr_confusion	0.0	1	42
insólitámente	insólitamente	ocr_confusion	0.0	1	42
cgrésar	egresar	ocr_confusion	0.0	2	42
empezano	empezando	typo	2.4e-05	1	42
ándrea	andrea	ocr_confusion	1.2e-05	1	42
soledád	soledad	ocr_confusion	2.34e-05	1	42
pajarof	pajaros	ocr_confusion	6.46e-07	1	42
areñar	arenar	ocr_confusion	0.0	1	42
coloradá	colorada	ocr_confusion	1.78e-06	1	42
ucta	ucla	ocr_confusion	5.89e-07	1	42
rebgosante	rebosante	typo	0.0	1	42
abándonaran	abandonaran	ocr_confusion	5.75e-07	1	42
rejalgar	rejalgar	identity	0.0	0	42
fugitibo	fugitivo	historical	2e-06	1	42
baldoñear	baldonear	ocr_confusion	0.0	1	42
caomodo	acomodo	typo	1.29e-06	2	42
prcferida	preterida	ocr_confusion	0.0	2	42
desorieñtado	desorientado	ocr_confusion	7.76e-07	1	42
ñavla	navia	ocr_confusion	8.71e-07	2	42
hesquero	yesquero	typo	0.0	1	42
prmeiada	premiada	typo	1.78e-06	2	42
cerceta	cerceta	identity	0.0	0	42
pollerz	pollera	typo	1.02e-06	1	42
ámenazán	amenazan	ocr_confusion	4.07e-06	2	42
chvpando	chupando	historical	2.24e-06	1	42
puntaa	punta	typo	3.98e-05	1	42
énvelar	envelar	ocr_confusion	0.0	1	42
amcricaño	americano	ocr_confusion	3.31e-05	2	42
capjtidisminuir	capitidisminuir	historical	0.0	1	42
literéro	literero	ocr_confusion	0.0	1	42
concionar	concionar	identity	0.0	0	42
delibrar	delibrar	identity	0.0	0	42
estándom	estándome	typo	0.0	1	42
humllladof	humillados	ocr_confusion	7.41e-07	2	42
inhibiddor	inhibidor	typo	8.51e-07	1	42
cómeré	comeré	ocr_confusion	6.76e-07	1	42
traviesa	traviesa	identity	1.38e-06	0	42
eçheverría	echeverría	historical	2.4e-06	1	42
amáyúela	amayuela	ocr_confusion	0.0	2	42
doctoref	doctores	ocr_confusion	1.38e-05	1	42
cftrada	estrada	ocr_confusion	5.62e-06	2	42
relampagueante	relampagueante	identity	0.0	0	42
báss	bass	ocr_confusion	1.55e-06	1	42
lüjosa	lujosa	ocr_confusion	1.58e-06	1	42
acron	macron	typo	1e-06	1	42
toorturando	torturando	typo	9.33e-07	1	42
